Food Code,Name,Food Category,Base Value,Sub Group Code,Validation Error,Validation Overridden,Description,Dilution,Max Weight,Comment,Edible Portion,Deleted Food Flag,Water,Estimate,Total nitrogen,Estimate,Nitrogen conversion factor,Estimate,Protein,Estimate,Fat,Estimate,Carbohydrate,Estimate,Energy (kcal),Estimate,Energy (kJ),Estimate,Alcohol,Estimate,Englyst fibre,Estimate,Southgate fibre,Estimate,Starch,Estimate,Total sugars,Estimate,Non-milk extrinsic sugars,Estimate,Intrinsic and milk sugars,Estimate,Glucose,Estimate,Fructose,Estimate,Sucrose,Estimate,Maltose,Estimate,Lactose,Estimate,Other sugars,Estimate,Satd FA,Estimate,Cis-Mon FA,Estimate,Cis-n3 FA,Estimate,Cis-n6 FA,Estimate,Trans FA,Estimate,Cholesterol,Estimate,Retinol,Estimate,Total carotene,Estimate,Alpha-carotene,Estimate,Beta-carotene,Estimate,Beta cryptoxanthin,Estimate,Vitamin A,Estimate,Vitamin D,Estimate,Thiamin,Estimate,Riboflavin,Estimate,Niacin,Estimate,Tryptophan/60,Estimate,Niacin equivalent,Estimate,Vitamin C,Estimate,Vitamin E,Estimate,Vitamin B6,Estimate,Vitamin B12,Estimate,Folate,Estimate,Pantothenic acid,Estimate,Biotin,Estimate,Sodium,Estimate,Potassium,Estimate,Calcium,Estimate,Magnesium,Estimate,Phosphorus,Estimate,Iron,Estimate,Haem iron,Estimate,Non-haem iron,Estimate,Copper,Estimate,Zinc,Estimate,Chloride,Estimate,Iodine,Estimate,Manganese,Estimate,Selenium,Estimate
34,PASTA SPAGHETTI BOILED WHITE,F,100,1E,FALSE,FALSE,,1,400,"13/08/04 Updated Pasta and Pasta Sauce Project 2004 NS
mw6 36",1,FALSE,64.9,,0.8,,5.7,,4.4,,0.6,,31.5,,141,,601,,0,,1.5,,,,30.5,,1,,0,,1,,0,,0.1,,0,,0.9,,0,,0,,0.09,,0.07,,0.01,,0.23,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.08,,0.01,,0.9,,0.8,,1.7,,0,,0.1,,0,,0,,7,,0.2,,1,,3,,41,,27,,21,,66,,0.6,,0,,0.6,,0,,0.5,,55,,0,,0.33,,5,
35,PASTA SPAGHETTI WHOLEMEAL DRY,F,100,1E,FALSE,FALSE,,1,1,"13/08/04 Updated Pasta and Pasta Sauce Project 2004 NS
mw6 37",1,FALSE,9.5,,2.2,,5.83,,12.6,,2.5,,68.3,,329,,1400,,0,,8.1,,,,64.4,,3.9,,0,,3.9,,0.4,,0.4,,0.5,,2.6,,0,,0,,0.4,,0.3,,0.07,,1.03,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.33,,0.06,,5.6,,3.2,,8.8,,0,,0.6,,0.3,,0,,29,,0.8,,4,,3,,426,,39,,103,,333,,3.3,,0,,3.3,,0.54,,2.8,,118,,0,,2.54,,15,
36,PASTA SPAGHETTI WHOLEMEAL BOILED,F,100,1E,FALSE,FALSE,,1,400,"13/08/04  Updated Pasta and Pasta Sauce Project 2004 NS
mw6 38",1,FALSE,63.7,,0.9,,5.83,,5.2,,1.1,,27.5,,134,,569,,0,,4.4,,,,27.5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.18,,0.13,,0.03,,0.45,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.11,,0.02,,1.3,,1,,2.3,,0,,0.3,,0,,0,,8,,0.3,,2,,5,,82,,30,,46,,124,,1.5,,0,,1.5,,0.26,,1.2,,65,,0,,1.14,,5,
37,"PASTA VERMICELLI, DRIED",F,100,1E,FALSE,FALSE,,1,1,16/08/04 updated Pasta and pasta suace project 2004 BH,1,FALSE,8.7,,2,,5.7,,11.3,,1.6,,80.2,,360,,1534,,0,,3.7,,5.6,,73.5,,6.7,,0,,6.7,,0.1,,0.2,,0.3,,6.1,,0,,0,,0.23,,0.18,,0.04,,0.62,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.17,,0.03,,3.3,,2.4,,5.7,,0,,0.3,,0.1,,0,,19,,0.8,,1,,2,,232,,24,,47,,179,,1.6,,0,,1.6,,0.34,,1.2,,100,,0,,0.77,,22,
38,PASTA MACARONI CANNED IN CHEESE SAUCE,F,100,1D,FALSE,TRUE,"Updated macros from Tesco, Heinz, Branston varieties 22/06/10 EF",1,400,Code updated for NDNS rolling prog pilot study.  18/12/06 NK. Updated macros for DNSIYC DR 22/06/10 EF,1,FALSE,79.6,,0.5,,6.25,,3.2,,2.9,,13.9,,91,,384,,0,,0.4,Yes,,,12.3,,1.6,,0,,1.6,,0.1,,0.1,,0.8,,0.2,,0.5,,0,,1.1,,1.3,,0.07,,0.22,,0,,8,,110,,74,,0,,74,,0,,122,,0.34,,0,,0.06,,0.4,,0.9,,1.3,,0,,0.5,,0.1,,0.6,,6,,0.3,,2,,350,,66,,100,,11,,140,,0.3,,0,,0.3,,0.04,,0.1,,570,,6,,0.1,,4,
39,PASTA RAVIOLI CANNED IN TOMATO SAUCE,F,100,1D,FALSE,FALSE,,1,400,16/08/04 updated Pasta and pasta sauce project 2004 BH. Code updated for NDNS rolling prog pilot study.  21/12/06 NK.,1,FALSE,78.4,,0.4,,5.7,,2.3,,1.4,,14.8,,77,,326,,0,,1.6,,1,,11.4,,3.4,,1.1,Yes,2.3,Yes,1,,0.9,,1.1,,0.4,,0,,0,,0.46,,0.46,,0.02,,0.26,,0.02,,1,,0,,78,Yes,0,Yes,78,Yes,0,Yes,13,Yes,0,,0.07,,0.06,,0.8,,0.6,,1.4,,0,,0.4,,0.1,,0,,3,,0.2,,6,,400,,137,,14,,11,,39,,0.8,,0,,0.8,,0,,0.3,,610,,0,,0.17,,3,
40,PASTA SPAGHETTI CANNED IN BOLOGNESE SAUCE,F,100,1D,FALSE,FALSE,,1,400,Code updated for NDNS rolling prog pilot study.  21/12/06 NK.,1,FALSE,79.1,,0.5,,6.25,,3.3,,3,,12.2,,86,,362,,0,,0.9,,1.4,,9.7,,2.5,,1.8,Yes,0.7,Yes,0.5,,0.7,,1,,0.2,,0,,0,,1.25,,1.42,,0.01,,0.06,,0.13,,4,,0,,290,,0,Yes,290,Yes,0,Yes,48,,0,,0.07,,0.03,,0.8,,0.7,,1.5,,0,,0.4,,0.1,,0,,8,,0.4,,0,,370,,140,,18,,14,,45,,0.7,,0,,0.7,,0.03,,0.4,,600,,3,,0.16,,2,
41,"PASTA,SPAGHETTI, CANNED IN TOMATO SAUCE",F,100,1D,FALSE,FALSE,Updated from 14 products from 5 brands 16.06.11 RS,1,400,"16/08/04 updated Pasta and pasta suace project 2004 BH. Updated for RP pilot study.  19/12/06 NK. Protein, energy, fibres and NaCL updated for RP update 16.06.11 RS",1,FALSE,80.5,,0.4,,5.7,,1.6,,0.3,,14.2,,62,,266,,0,,0.5,,0.6,,9.8,,4.4,,1.9,Yes,2.5,Yes,1,,1.1,,1.9,,0.3,,0,,0,,0.05,,0.04,,0.01,,0.11,,0,,0,,0,,88,Yes,0,,88,Yes,0,Yes,15,Yes,0,,0.09,,0.01,,0.9,,0.3,,1.2,,0,,0.3,,0.1,,0,,4,,0.2,,1,,260,,122,,13,,9,,27,,0.6,,0,,0.6,,0,,0.2,,400,,0,,0.11,,2,
42,WHITE RICE BASMATI BOILED,F,100,1G,FALSE,FALSE,,1,300,Updated for NDNS rolling programme using flours and grains analytical data sample 2.  NK 19/1/07,1,FALSE,69.5,,0.5,,5.95,,2.8,,0.7,,26.5,,117,,498,,0,,0.6,,0.8,,26.5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.16,,0.14,,0.01,,0.26,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.03,,0,,0.2,,0.9,,1.1,,0,,0.1,,0,,0,,5,,0.2,,1,,4,,15,,14,,6,,30,,0.1,,0,,0.1,,0.1,,0.4,,50,,0,,0.2,,5,
43,WHITE BASMATI RICE DRY,F,100,1G,FALSE,FALSE,,1,1,"Updated for NDNS rolling programme using flours and grains analytical data, sample 1.  NK 19/1/07",1,FALSE,11.3,,1.4,,5.95,,8.1,,0.5,,83.7,,351,,1497,,0,,0.9,,2.2,,83.6,,0.1,,0,,0.1,,0,,0,,0.1,,0,,0,,0,,0.14,,0.14,,0,,0.15,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.13,,0,,1.2,,2.1,,3.3,,0,,0.1,,0.1,,0,,12,,0.4,,1,,1,,77,,10,,21,,101,,1.7,,0,,1.7,,0.27,,1.5,,64,,0,,0.74,,16,
44,RICE BASMATI FRIED IN BLEND OIL,R,100,1G,FALSE,FALSE,,1,300,,1,FALSE,55.7,,0.4,,6.32,,2.5,,18.1,,23.2,,260,,1085,,0,,0.5,,0.7,,23.2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2.19,,9.46,,1.15,,4.31,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.03,,0,,0.2,,0.8,,1,,0,,4,,0,,0,,4,,0.2,,1,,4,,13,,12,,5,,26,,0.1,,0,,0.1,,0.09,,0.4,,44,,2,,0.18,,4,
45,RICE BASMATI FRIED IN DRIPPING,R,100,1G,FALSE,FALSE,,1,300,,1,FALSE,55.9,,0.4,,6.32,,2.5,,18,,23.2,,259,,1079,,0,,0.5,,0.7,,23.2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,9.34,,6.3,,0.11,,0.51,,0.77,,17,,0,,0,,0,,0,,0,,0,,0,,0.03,,0,,0.2,,0.8,,1,,0,,0.1,,0,,0,,4,,0.2,,1,,4,,14,,12,,5,,29,,0.1,,0,,0.1,,0.1,Yes,0.4,Yes,44,,1,Yes,0.18,,4,
46,RICE BASMATI FRIED IN LARD,R,100,1G,FALSE,FALSE,,1,300,,1,FALSE,55.9,,0.4,,6.32,,2.5,,18,,23.2,,259,,1079,,0,,0.5,,,,23.2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,7.26,,7.66,,0.1,,1.79,,0,,16,,0,,0,,0,,0,,0,,0,,0,,0.03,,0,,0.2,,0.8,,1,,0,,0.3,,0,,0,,4,,0.2,,1,,4,,13,,12,,5,,27,,0.1,,0,,0.1,,0.09,,0.4,,45,,0,,0.18,,4,
47,RICE BASMATI FRIED IN PUFA OIL,R,100,1G,FALSE,FALSE,,1,300,,1,FALSE,55.7,,0.4,,6.32,,2.5,,18.1,,23.2,,260,,1085,,0,,0.5,,,,23.2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2.6,,4.31,,0.49,,9.88,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.03,,0,,0.2,,0.8,,1,,0,,4.9,,0,,0,,4,,0.2,,1,,4,,13,,12,,5,,26,,0.1,,0,,0.1,,0.09,,0.4,,44,,0,,0.18,,4,
48,RICE BROWN DRIED,F,100,1G,FALSE,FALSE,,1,1,"19/08/04 Updated with MW6 BH. Updated for NDNS rolling programme using flours and grains analytical data, sample 13.  NK 23/1/07. Updated for NDNS RP yr2 08/04/10 EF",1,FALSE,11.9,,1.3,,5.95,,7.7,,1.5,,77.1,,333,,1420,,0,,1.8,,3.8,,76.3,,0.7,,0,,0.7,,0,,0,,0.7,,0,,0,,0,,0.28,,0.51,,0.01,,0.44,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.3,,0.06,,4.3,,2.2,,6.5,,0,,0.4,,0.2,,0,,22,,0.7,,4,,0,,243,,11,,116,,323,,1,,0,,1,,0.22,,1.8,,56,,0,,2.49,,10,
49,"RICE, BROWN, BOILED",F,100,1G,FALSE,FALSE,,1,300,"27/08/04 Updated with MW6 BH. Updated for NDNS rolling programme using flours and grains analytical data, sample 14.  NK 23/1/07",1,FALSE,67,,0.6,,5.95,,3.6,,0.9,,29.2,,132,,563,,0,,0.9,,1.5,,29,,0.1,,0,,0.1,,0,,0,,0.1,,0,,0,,0,,0.17,,0.3,,0.01,,0.3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.11,,0,,2,,1.2,,3.2,,0,,0.1,,0.1,,0,,7,,0.3,,2,,4,,62,,17,,48,,125,,0.5,,0,,0.5,,0.08,,0.7,,35,,0,,0.92,,4,
50,RICE BROWN FRIED IN BLENDED OIL,R,100,1G,FALSE,FALSE,,1,300,,1,FALSE,53.5,,0.5,,6.32,,3.2,,18.3,,25.6,,274,,1142,,0,,0.8,,1.3,,25.4,,0.1,,0,,0.1,,0,,0,,0.1,,0,,0,,0,,2.2,,9.6,,1.15,,4.34,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.1,,0,,1.8,,1.1,,2.8,,0,,4,,0.1,,0,,6,,0.3,,2,,4,,54,,15,,42,,110,,0.4,,0,,0.4,,0.07,,0.6,,31,,2,,0.81,,4,
51,RICE BROWN FRIED IN DRIPPING,R,100,1G,FALSE,FALSE,,1,300,,1,FALSE,53.7,,0.5,,6.32,,3.2,,18.2,,25.6,,272,,1136,,0,,0.8,,1.3,,25.4,,0.1,,0,,0.1,,0,,0,,0.1,,0,,0,,0,,9.35,,6.44,,0.11,,0.55,,0.77,,16,,0,,0,,0,,0,,0,,0,,0,,0.1,,0,,1.8,,1.1,,2.8,,0,,0.1,,0.1,,0,,6,,0.3,,2,,4,,55,,15,,42,,112,,0.5,,0,,0.5,,0.08,Yes,0.6,Yes,31,,1,Yes,0.81,,4,
52,RICE BROWN FRIED IN LARD,R,100,1G,FALSE,FALSE,,1,300,,1,FALSE,53.7,,0.5,,6.32,,3.2,,18.2,,25.6,,272,,1136,,0,,0.8,,,,25.4,,0.1,,0,,0.1,,0,,0,,0.1,,0,,0,,0,,7.27,,7.81,,0.1,,1.82,,0,,16,,0,,0,,0,,0,,0,,0,,0,,0.1,,0,,1.8,,1.1,,2.8,,0,,0.3,,0.1,,0,,6,,0.3,,2,,4,,55,,15,,42,,110,,0.5,,0,,0.5,,0.07,,0.6,,31,,0,,0.81,,4,
53,RICE BROWN FRIED IN PUFA OIL,R,100,1G,FALSE,FALSE,,1,300,,1,FALSE,53.5,,0.5,,6.32,,3.2,,18.3,,25.6,,274,,1142,,0,,0.8,,,,25.4,,0.1,,0,,0.1,,0,,0,,0.1,,0,,0,,0,,2.61,,4.45,,0.49,,9.92,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.1,,0,,1.8,,1.1,,2.8,,0,,4.9,,0.1,,0,,6,,0.3,,2,,4,,54,,15,,42,,110,,0.5,,0,,0.5,,0.07,,0.6,,31,,0,,0.81,,4,
54,RICE WHITE EASY COOK DRIED,F,100,1G,FALSE,FALSE,,1,1,"mw6 23
updated 25/04/05. Updated for NDNS rolling programme using flours and grains analytical data sample 7.  NK 19/1/07. Updated for NDNS RP yr2 08/04/10 EF",1,FALSE,11.5,,1.2,,5.95,,7,,1.1,,82.4,,347,,1478,,0,,1.1,,2.7,,82.3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.23,,0.32,,0.01,,0.35,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.21,,0,,4.2,,1.8,,6,,0,,0,,0.2,,0,,18,,0.8,,3,,2,,156,,23,,27,,159,,0.4,,0,,0.4,,0.27,,1.1,,61,,2,,0.92,,19,
55,WHITE RICE EASY COOK BOILED,F,100,1G,FALSE,FALSE,,1,300,"mw6 24
updated 25/04/05. Updated for NDNS rolling programme using flours and grains analytical data, sample 8.  NK 24/1/07
",1,FALSE,67,,0.5,,5.95,,3,,0.4,,34.7,,146,,622,,0,,0,,1,,34.7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.09,,0.13,,0,,0.14,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.05,,0,,0.7,,0.9,,1.6,,0,,0,,0.1,,0,,6,,0.3,,1,,6,,18,,20,,7,,39,,0.1,,0,,0.1,,0.09,,0.3,,88,,1,,0.25,,7,
56,RICE FLAKES DRIED,F,100,1G,FALSE,FALSE,,1,1,,1,FALSE,12.6,,1.1,,5.95,,6.6,,1.2,,77.7,,329,,1400,,0,,0.5,,2.2,,77.5,,0.2,,0,,0.2,,0.1,,0,,0.1,,0,,0,,0,,0.26,,0.3,,0,,0.42,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.21,,0.05,,4,,1.5,,5.5,,0,,0.1,,0.3,,0,,20,,0.6,,3,,6,,110,,20,,13,,100,,8,,0,,8,,0.18,,1.3,,27,,14,,0.87,,10,Yes
57,RICE WHITE LONG GRAIN POLISHED DRIED,F,100,1G,FALSE,FALSE,,1,1,Updated for NDNS rolling programme using flours and grains analytical data sample 5.  NK 19/1/07,1,FALSE,11.3,,1.1,,5.95,,6.7,,1,,85.1,,354,,1510,,0,,0.9,,2.2,,84.8,,0.2,,0,,0.2,,0,,0,,0.2,,0,,0,,0,,0.25,,0.27,,0,,0.27,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.12,,0,,1.4,,1.9,,3.3,,0,,0,,0.1,,0,,14,,0.4,,2,,1,,87,,16,,25,,117,,0.3,,0,,0.3,,0.18,,1.4,,46,,0,,1.05,,13,
58,RICE WHITE LONG POLISHED BOILED,F,100,1G,FALSE,FALSE,,1,300,Updated for NDNS rolling programme using flours and grains analytical data sample 6.  NK 19/1/07,1,FALSE,68.2,,0.5,,5.95,,2.8,,0.4,,31.1,,131,,560,,0,,0,,0.8,,31.1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.11,,0.12,,0,,0.12,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.3,,0.9,,1.2,,0,,0,,0,,0,,4,,0.2,,1,,11,,12,,8,,5,,28,,0,,0,,0,,0.07,,0.4,,84,,0,,0.29,,5,
59,RICE WHITE FRIED BLENDED OIL,R,100,1G,FALSE,FALSE,,1,300,,1,FALSE,54.6,,0.4,,6.32,,2.5,,17.9,,27.3,,273,,1140,,0,,0,,0.7,,27.3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2.14,,9.44,,1.14,,4.19,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.3,,0.8,,1.1,,0,,3.9,,0,,0,,4,,0.2,,1,,10,,11,,7,,4,,25,,0,,0,,0,,0.06,,0.4,,74,,2,,0.25,,4,
60,RICE WHITE WITH PUFA OIL,R,100,1G,FALSE,FALSE,,1,300,,1,FALSE,54.6,,0.4,,6.32,,2.5,,17.9,,27.3,,273,,1140,,0,,0,,,,27.3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2.56,,4.29,,0.49,,9.76,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.3,,0.8,,1.1,,0,,4.8,,0,,0,,4,,0.2,,1,,10,,11,,7,,4,,25,,0,,0,,0,,0.06,,0.4,,74,,0,,0.25,,4,
61,WHITE RICE FRIED IN DRIPPING,R,100,1G,FALSE,FALSE,,1,300,,1,FALSE,54.7,,0.4,,6.32,,2.5,,17.7,,27.3,,271,,1134,,0,,0,,0.7,,27.3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,9.29,,6.28,,0.11,,0.39,,0.77,,16,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.3,,0.8,,1.1,,0,,0.1,,0,,0,,4,,0.2,,1,,11,,11,,7,,4,,27,,0,,0,,0,,0.08,Yes,0.4,Yes,74,,1,Yes,0.25,,4,
62,RICE WHITE FRIED IN LARD,R,100,1G,FALSE,FALSE,,1,300,,1,FALSE,54.7,,0.4,,6.32,,2.5,,17.7,,27.3,,271,,1134,,0,,0,,,,27.3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,7.22,,7.65,,0.09,,1.66,,0,,16,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.3,,0.8,,1.1,,0,,0.2,,0,,0,,4,,0.2,,1,,10,,11,,7,,5,,25,,0,,0,,0,,0.06,,0.4,,74,,0,,0.25,,4,
63,RICE WHITE BOILED IN MILK,R,100,9D,FALSE,FALSE,,1,310,,1,FALSE,77.4,,0.7,,7.84,,4.4,,4.5,,12.8,,107,,454,,0,,0.1,,,,7.8,,5,,0,,5,,0,,0,,0,,0,,5,,0,,2.79,,1.06,,0.02,,0.14,,0.08,,15,,36,,22,,0,,22,,0,,40,,0,,0.04,,0.24,,0.4,,0.9,,1.2,,1.1,,0.1,,0.1,,0.8,,7,,0.6,,3,,49,,183,,135,,14,,118,,0.1,,0,,0.1,,0.02,,0.6,,104,,33,,0.1,,2,
64,RICE WHITE MILK AND SUGAR,R,100,9D,FALSE,FALSE,,1,310,,1,FALSE,70.5,,0.7,,7.83,,4.1,,4.2,,20.9,,133,,565,,0,,0.1,,,,7.2,,13.6,,8.9,,4.7,,0,,0,,9,,0,,4.7,,0,,2.6,,0.99,,0.02,,0.13,,0.07,,14,,34,,20,,0,,20,,0,,37,,0,,0.03,,0.22,,0.3,,0.9,,1.1,,1.1,,0.1,,0.1,,0.8,,7,,0.5,,3,,46,,171,,126,,13,,109,,0.1,,0,,0.1,,0.03,,0.6,,97,,31,,0.09,,2,
65,RICE WHITE IN SEMI SKIMMED MILK,R,100,9D,FALSE,FALSE,,1,310,,1,FALSE,79.8,,0.7,,7.84,,4.6,,2,,12.2,,83,,350,,0,,0.1,,,,7.8,,4.5,,0,,4.5,,0,,0,,0,,0,,4.5,,0,,1.25,,0.47,,0.01,,0.08,,0.08,,8,,17,,8,,0,,8,,0,,18,,0,,0.04,,0.23,,0.2,,0.9,,1,,1.1,,0.1,,0.1,,0.8,,4,,0.5,,2,,49,,184,,137,,14,,119,,0.1,,0,,0.1,,0.02,,0.6,,103,,21,,0.1,,1,
66,WHITE RICE SEMI SKIMMED MILK AND SUGAR,R,100,9D,FALSE,FALSE,,1,310,,1,FALSE,72.7,,0.7,,7.83,,4.3,,1.9,,20.3,,111,,468,,0,,0.1,,,,7.2,,13.1,,8.9,,4.2,,0,,0,,9,,0,,4.2,,0,,1.16,,0.44,,0.01,,0.08,,0.07,,7,,16,,7,,0,,7,,0,,17,,0,,0.03,,0.21,,0.2,,0.8,,0.9,,1.1,,0.1,,0.1,,0.7,,4,,0.5,,2,,46,,172,,128,,13,,111,,0.1,,0,,0.1,,0.03,,0.6,,95,,19,,0.09,,1,
67,RICE WHITE BOILED IN SKIMMED MILK,R,100,9D,FALSE,FALSE,,1,310,,1,FALSE,81.4,,0.7,,7.84,,4.6,,0.4,,13.4,,72,,307,,0,,0.1,,0.2,,7.8,,5.6,,0,,5.6,,0,,0,,0,,0,,5.6,,0,,0.22,,0.1,,0,,0.04,,0.01,,5,,0,,10,,0,Yes,10,,0,Yes,2,,0,,0.04,,0.25,,0.2,,1,,1.1,,1.1,,0,,0.1,,0.9,,13,,0.5,,2,,53,,191,,143,,16,,118,,0.1,,0,,0.1,,0.02,,0.7,,105,,24,,0.11,,2,
68,RICE WHITE SKIMMED MILK AND SUGAR,R,100,9D,FALSE,FALSE,,1,310,,1,FALSE,74.1,,0.7,,7.83,,4.3,,0.4,,21.4,,101,,429,,0,,0.1,,0.2,,7.2,,14.2,,8.9,,5.2,,0,,0,,9,,0,,5.2,,0,,0.2,,0.1,,0,,0.03,,0.01,,4,,0,,10,,0,Yes,10,,0,Yes,2,,0,,0.03,,0.23,,0.2,,0.9,,1.1,,1.1,,0,,0.1,,0.8,,12,,0.5,,2,,49,,178,,134,,15,,110,,0.1,,0,,0.1,,0.03,,0.7,,98,,22,,0.1,,2,
69,SAVOURY RICE DRY,F,100,1F,FALSE,FALSE,,1,1,"Updated for NDNS rolling programme using flours and grains analytical data, sample 25.  NK 23/1/07. Updated for NDNS RP yr2 08/04/10 EF",1,FALSE,6.2,,1.3,,5.95,,8,,2.7,,78.4,,350,,1490,,0,,3,,3.8,,71.6,,6.7,,3.3,Yes,3.3,Yes,0.9,,1.1,,3.3,,0,,1.4,,0,,0.91,,1.03,,0.03,,0.5,,0.13,,1,,0,,554,,131,,461,,54,,92,,0,,0.33,,0.21,,2.8,,2.1,,4.9,,5.4,,1.2,,0.2,,0,,48,,0.6,,5,,1231,,373,,40,,42,,216,,1,,0,,1,,0.24,,1.2,,1802,,3,,1.02,,15,
70,RICE SAVOURY (RECONSTITUTED),F,100,1F,FALSE,FALSE,,1,300,"mw6 21
updated 25/04/05. Updated for NDNS rolling programme using flours and grains analytical data, sample 26.  NK 23/1/07",1,FALSE,59,,0.6,,5.95,,3.7,,1.4,,34,,155,,659,,0,,1.3,,1.3,,30.8,,3.2,,1.6,,1.6,,0.5,,0.5,,1.4,,0,,0.8,,0,,0.46,,0.5,,0.02,,0.3,,0.06,,0,,0,,159,,33,,133,,18,,26,,0,,0.2,,0.09,,2.5,,1.1,,3.6,,0.7,,0.5,,0.1,,0,,22,,0.5,,2,,516,,154,,28,,18,,92,,0.5,,0,,0.5,,0.14,,0.5,,751,,3,,0.44,,6,Yes
71,SAGO DRIED,F,100,1R,FALSE,FALSE,,1,1,,1,FALSE,12.6,,0,,5.7,,0.2,,0.2,,94,,355,,1515,,0,,0.5,,0.6,,94,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.04,,0.06,,0,,0.08,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,,5,,10,,3,,29,,1.2,,0,,1.2,,0.03,,1.3,Yes,13,,2,Yes,0.11,,0,
72,SEMOLINA DRY,F,100,1R,FALSE,FALSE,,1,1,"Updated for NDNS rolling programme using flours and grains analytical data, sample 50.  NK 24/1/07",1,FALSE,13.1,,1.9,,5.7,,10.6,,1.6,,77.9,,348,,1484,,0,,2.4,,3.6,,77.3,,0.6,,0,,0.6,,0,,0,,0.4,,0.1,,0,,0,,0.23,,0.16,,0.03,,0.61,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.13,,0.05,,1.8,,2.3,,4.1,,0,,0.4,,0.1,,0,,29,,0.7,,2,,1,,214,,22,,34,,161,,1.3,,0,,1.3,,0.24,,1,,49,,0,,0.55,,6,
73,TAPIOCA DRY,F,100,1R,FALSE,FALSE,,1,1,,1,FALSE,12.2,,0.1,,5.7,,0.4,,0.1,,95,,359,,1531,,0,,0.4,,0.6,,95,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.02,,0.03,,0,,0.04,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,,4,,20,,8,,2,,30,,0.3,,0,,0.3,,0.07,,1.3,,13,,14,,0.11,,0,
74,DUMPLINGS MADE WITH ANIMAL SUET,R,100,1R,FALSE,FALSE,,1,200,,1,FALSE,59.9,,0.5,,6.09,,2.7,,11.7,,25.4,,211,,886,,0,,1.1,,1.1,,25.2,,0.2,,0,,0.2,,0,,0,,0.2,,0,,0,,0,,6.43,,3.81,,0.07,,0.22,,0.52,,11,,7,,10,,0,,10,,0,,8,,0,,0.06,,0.01,,0.5,,0.6,,1,,0,,0.4,Yes,0,,0,,2,,0.1,,1,,405,,52,,39,,7,,119,,0.6,,0,,0.6,,0.04,,0.2,,476,,1,,0.2,,1,Yes
75,RICE MILK SUGAR AND BUTTER,R,100,9D,FALSE,FALSE,,1,310,,1,FALSE,67.7,,0.6,,7.76,,4,,8.1,,19.9,,163,,689,,0,,0.1,,,,6.9,,13,,8.5,,4.5,,0,,0,,8.5,,0,,4.5,,0,,5.11,,1.86,,0.05,,0.2,,0.22,,25,,72,,49,,0,,49,,0,,81,,0.04,,0.03,,0.21,,0.3,,0.8,,1.1,,1,,0.2,,0.1,,0.7,,7,,0.5,,3,,74,,164,,120,,12,,105,,0.1,,0,,0.1,,0.02,,0.5,,142,,31,,0.08,,2,
